-20.66	0.99886	0.98681	0.97722	1.00998	0.99699	0.96944	1.0034	0.9647	0.99252	0.98394	1.00866	0.97328	1.01118	1.00156	0.98276	0.98216	0.97276	0.97158	1.01377	0.98983
-20.61	0.99726	0.98901	0.99948	1.02536	1.01207	1.02298	0.9973	0.99385	1.02176	1.01412	1.02764	0.99622	1.00463	0.99987	0.99298	0.99595	1.0323	1.00566	0.98782	1.00359
-20.56	0.99667	1.02408	0.99804	1.01352	0.99315	1.01916	0.9871	1.00686	1.00664	0.99682	1.01302	0.98511	0.99384	0.98844	1.00817	0.9974	1.0086	0.99477	0.98913	0.99887
-20.51	0.99676	1.01581	0.9968	1.0059	0.99738	0.96997	0.98075	0.9964	1.01083	1.00372	1.0107	0.9707	0.99723	0.9715	0.99195	0.98593	1.01534	1.00033	0.9923	0.96783
-20.46	0.99753	0.99701	0.98811	1.02352	1.00032	0.99345	0.99878	0.99658	1.01339	0.97937	0.99027	1.00396	1.02483	1.00449	0.98801	1.00849	0.98716	0.97998	1.00244	1.0162
-20.42	0.99794	0.99439	1.02086	1.01285	0.98029	1.00181	0.99574	1.00539	0.98906	0.9985	1.00494	1.02046	0.98343	1.00425	0.98715	1.02161	0.9797	1.0121	1.01806	1.01662
-20.37	0.99769	0.99123	1.00487	0.98138	0.9646	0.96284	0.99615	1.00687	0.99523	1.00954	0.96712	0.9848	0.98378	0.99513	0.98883	0.96135	0.96087	0.97341	0.99294	0.97468
-20.32	0.99779	0.98824	0.99604	1.02907	1.01313	1.02038	1.00398	0.98573	0.99824	1.00031	1.01783	0.99373	0.99656	1.01196	1.002	1.02907	0.99747	1.00105	1.01614	0.99112
-20.27	0.99822	0.97543	0.9917	1.01204	0.97203	0.96767	0.97551	0.99376	0.99016	0.96535	1.00807	0.98693	1.00695	0.97669	0.98176	0.978	0.97374	0.97975	0.96728	0.98878
-20.22	1	0.99501	1.03005	1.02391	1.024	0.99268	1.02048	0.99415	1.00469	0.99436	1.0163	1.00048	1.00801	1.02737	1.01948	1.00641	1.02708	1.02833	1.01801	1.03082
-20.17	1.00246	0.99286	1.01712	0.98352	0.98094	1.00815	0.97698	1.00555	1.01665	0.98582	0.98635	1.01305	0.99617	0.98518	0.97626	1.0116	0.98728	0.97561	0.99554	0.98718
-20.12	1.00357	1.01508	1.01898	0.98257	1.01942	0.99353	0.97338	0.99271	0.98257	0.99276	1.01478	1.00484	0.98294	0.97658	1.01986	1.01145	0.98647	0.97507	0.97475	0.99052
-20.07	1.00366	1.00218	1.00827	0.98758	0.99966	1.01478	1.00392	1.00081	0.98431	0.98142	1.00736	1.01383	0.98537	1.00331	0.97988	0.99887	0.97575	1.00924	1.02056	0.99245
-20.03	1.00204	1.00289	1.01033	1.01969	1.02371	1.01045	0.99942	1.01606	1.03342	1.03373	0.99688	1.00498	1.01421	1.0064	1.02936	1.03009	0.98871	1.00538	0.99576	1.01349
-19.98	1.00112	0.97134	1.01431	1.01518	0.97053	0.99518	1.00586	0.97165	1.01619	0.97707	0.99171	0.97727	0.97986	0.97257	0.98146	0.97302	0.97767	1.00212	0.98641	0.99224
-19.93	0.99884	0.99871	1.0005	0.9846	1.00964	1.00446	0.98816	1.01965	0.99764	1.0177	0.99813	1.0014	0.98345	1.00572	1.02575	1.01346	0.99889	1.01193	1.0261	1.01435
-19.88	0.99689	1.00959	0.98164	0.99886	0.97702	1.01131	0.98204	1.0073	1.00927	1.01292	0.97551	1.0064	0.98325	0.99795	1.01068	1.00643	0.99329	0.97619	0.98054	0.99846
-19.83	0.99461	0.98776	0.97135	0.97497	0.96275	0.97973	0.98884	0.97676	0.96485	1.0026	0.97084	0.99866	1.00113	1.00419	0.98057	0.98813	0.96553	0.97784	0.99364	0.98795
-19.78	0.99267	1.01182	0.98928	1.0057	1.02135	1.019	1.02285	0.98538	1.00112	1.00881	1.00949	1.01368	1.01797	1.02694	1.00053	0.99763	1.0116	1.01825	1.01871	0.97992
-19.73	0.99175	0.97485	0.99696	0.979	1.00765	1.00795	1.02075	0.98607	0.99035	1.0193	0.97884	0.98127	1.01291	0.98144	1.01861	0.97404	0.98934	0.98028	1.00325	0.97626
