-20.55	1.02	1.03128	1.05546	1.0297	1.04683	1.04935	1.02355	1.00767	1.04772	1.04375	1.04409	1.03211	1.01158	1.03561	1.01991	1.01854	1.02768	1.01048	1.02212	1.01298
-20.5	1.01588	1.03691	1.03746	1.02784	1.03834	1.02375	1.04207	1.02008	1.00436	1.02389	1.01888	1.02041	1.0213	0.99875	1.02259	1.01124	1.01035	1.04538	1.04499	0.99915
-20.45	1.01634	1.03276	1.00337	1.0423	0.99821	1.01136	1.04242	1.00495	1.0169	1.03749	1.0445	1.00163	1.00325	1.01593	1.03259	1.02938	1.03948	1.02211	1.01905	1.04083
-20.4	1.01977	1.04159	1.02296	1.03327	1.0393	1.00496	1.00967	1.03116	1.03755	1.01257	1.00488	1.01334	1.04507	1.01368	1.03273	1.01925	1.05156	1.04615	1.03683	1.02982
-20.36	1.02023	1.02957	0.99534	0.99875	0.99677	1.01661	1.01312	1.01832	1.00599	1.03023	1.01517	0.99227	1.01055	1.0174	0.99391	1.03948	1.01568	0.9979	1.00758	1.02541
-20.31	1.01931	1.02477	1.03414	0.99	0.99786	1.00786	0.99559	0.99691	0.99256	1.02657	1.00274	1.01906	0.98806	1.00396	1.03187	1.03069	1.00877	1.03734	0.99787	1.02398
-20.26	1.01593	1.03654	1.0191	1.01869	1.03716	1.00587	1.03111	1.03852	1.00639	1.03014	1.01206	1.03578	1.00226	1.03345	1.02715	0.98828	1.02987	1.00369	1.02939	0.98882
-20.21	1.00847	0.98015	1.02339	0.99827	0.97796	1.00563	1.00544	0.98479	0.99104	1.00743	0.98217	0.99327	1.01303	0.99188	1.02255	0.99493	0.98422	1.02091	1.0021	1.01267
-20.16	1.0044	0.98874	0.99288	1.00918	0.99064	1.01173	0.98908	0.98158	1.02305	0.99124	0.98985	1.01526	0.99088	1.00596	1.0009	0.98998	0.98006	1.01443	0.99494	1.00885
-20.11	1.00551	1.01279	0.98163	0.99362	0.99526	1.00214	1.01564	1.00317	1.00658	1.00265	1.01792	0.98261	1.0063	0.9901	1.01898	1.02373	1.00264	0.99332	1.00088	0.99479
-20.06	1.01231	1.01007	1.03493	1.0386	1.02753	1.00058	1.03206	1.0003	1.01895	1.03873	1.02722	1.01569	1.00002	0.98898	1.03343	1.01535	1.02502	1.02838	1.02072	1.01483
-20.01	1.01569	1.01479	0.99376	1.0364	1.02501	1.03448	1.03273	1.01039	1.00256	1.02416	1.02606	1.01684	0.99057	1.02915	1.02168	1.00881	1.02099	1.02244	1.01932	0.99057
-19.96	1.015	1.04445	1.00469	1.0158	1.02204	1.00515	1.03966	1.01577	1.01543	1.00382	1.00106	1.00525	0.99904	1.01456	1.0447	1.01664	1.00769	1.03401	1.03416	1.026
-19.92	1.00843	1.01402	1.00815	0.99572	0.99544	0.98563	1.0056	1.00461	0.99776	1.01531	1.00093	0.99686	1.02012	1.01028	0.98879	1.00074	0.98655	1.02749	1.01633	0.98484
-19.87	1.00236	1.01736	0.9763	1.00597	0.9709	0.98817	0.98309	1.00435	1.01732	0.98229	0.99348	0.97194	1.01655	0.99611	0.96931	1.01581	1.00076	1.01237	1.01338	1.01698
