32.78	1.02302
32.68	1.01706
32.59	1.01295
32.49	1.00852
32.39	1.00812
32.29	1.00743
32.2	1.0035
32.1	0.99904
32	0.99468
31.9	0.99375
31.8	0.99774
31.71	1.00235
31.61	1.00603
31.51	1.00825
31.41	1.01048
31.32	1.0082
31.22	1.00707
31.12	1.00656
31.02	1.0026
30.93	0.99725
30.83	0.99463
30.73	0.99432
30.63	1.0013
30.54	1.00861
30.44	1.00917
30.34	1.00729
30.24	1.00254
30.14	0.99525
30.05	0.99388
29.95	0.99209
29.85	0.99305
29.75	0.99456
29.66	0.99116
29.56	0.9901
29.46	0.9947
29.36	0.99696
29.27	0.99676
29.17	1.00331
29.07	1.00793
28.97	1.00174
28.87	0.99672
28.78	0.99684
28.68	0.99707
28.58	0.99546
28.48	0.99441
28.39	0.99744
28.29	1.00037
28.19	1.00244
28.09	1.00052
28	1.00064
27.9	0.99806
27.8	0.99482
27.7	0.99407
27.6	0.9955
27.51	0.99987
27.41	1.00337
27.31	1.00361
27.21	1.00134
27.12	0.99907
27.02	1.00203
26.92	1.00107
26.82	1.00219
26.73	1.00572
26.63	1.00442
26.53	1.00455
26.43	1.00413
26.33	0.99888
26.24	0.99592
26.14	0.99284
26.04	0.98666
25.94	0.98303
25.85	0.98336
25.75	0.99134
25.65	1.00121
25.55	1.00846
25.46	1.0077
25.36	1.00239
25.26	1.00486
25.16	1.01145
25.06	1.01261
24.97	1.01018
24.87	1.00887
24.77	1.00621
24.67	1.00837
24.58	1.00693
24.48	1.00505
24.38	1.00507
24.28	1.00454
24.19	1.00861
24.09	1.00808
23.99	1.0028
23.89	0.99673
23.8	0.9981
23.7	1.00355
23.6	1.0038
23.5	0.99951
23.4	0.99602
23.31	0.99671
23.21	0.99718
23.11	0.99731
23.01	0.99767
22.92	0.99723
22.82	0.99599
22.72	0.99932
22.62	1.00586
22.53	1.00406
22.43	1.00683
22.33	1.0072
22.23	1.00297
22.13	0.99507
22.04	0.98909
21.94	0.98864
21.84	0.98668
21.74	0.98912
21.65	0.99687
21.55	0.99966
21.45	1.00339
21.35	1.01049
21.26	1.01295
21.16	1.01287
21.06	1.01116
20.96	1.00967
20.86	1.00994
20.77	1.00449
20.67	1.00147
20.57	0.9919
20.47	0.98443
20.38	0.98607
20.28	0.99628
20.18	1.00768
20.08	1.01089
19.99	1.00433
19.89	0.99705
19.79	0.99542
19.69	0.99319
19.59	0.98777
19.5	0.98269
19.4	0.98648
19.3	0.99525
19.2	1.00085
19.11	1.00123
19.01	1.00446
18.91	1.00936
18.81	1.01237
18.72	1.01193
18.62	1.0073
18.52	1.00374
18.42	0.99479
18.33	0.98535
18.23	0.98799
18.13	0.98595
18.03	0.98632
17.93	0.98393
17.84	0.98814
17.74	0.99429
17.64	0.9937
17.54	0.98285
17.45	0.97741
17.35	0.9797
17.25	0.98733
17.15	0.99281
17.06	0.99537
16.96	0.99405
16.86	0.987
16.76	0.98444
16.66	0.98677
16.57	0.9803
16.47	0.97883
16.37	0.98225
16.27	0.98545
16.18	0.98582
16.08	0.98607
15.98	0.98718
15.88	0.98707
15.79	0.98929
15.69	0.99201
15.59	0.9956
15.49	1.00477
15.39	1.00802
15.3	1.00396
15.2	1.00187
15.1	1.00115
15	1.00503
14.91	1.00817
14.81	1.01068
14.71	1.01371
14.61	1.00888
14.52	1.00354
14.42	0.99705
14.32	0.99581
14.22	1.0021
14.12	1.00753
14.03	1.0102
13.93	1.00721
13.83	1.00535
13.73	1.00866
13.64	1.00957
13.54	1.01011
13.44	1.01052
13.34	1.00701
13.25	1.00197
13.15	1.00567
13.05	1.00722
12.95	1.00483
12.85	1.01187
12.76	1.0179
12.66	1.01973
12.56	1.01376
12.46	1.01112
12.37	1.01371
12.27	1.01208
12.17	1.01006
12.07	1.00547
11.98	1.00395
11.88	1.00346
11.78	1.00929
11.68	1.01682
11.59	1.02087
11.49	1.02247
11.39	1.02718
11.29	1.03243
11.19	1.0295
11.1	1.02162
11	1.0132
10.9	1.01154
10.8	1.0091
10.71	1.0111
10.61	1.01806
10.51	1.02164
10.41	1.02616
10.32	1.03317
10.22	1.03441
10.12	1.03355
10.02	1.03514
9.925	1.04427
9.827	1.04617
9.729	1.03736
9.632	1.0301
9.534	1.02788
9.436	1.03494
9.338	1.04294
9.241	1.04418
9.143	1.04836
9.045	1.04667
8.948	1.05206
8.85	1.05519
8.752	1.05805
8.655	1.0612
8.557	1.05899
8.459	1.05501
8.362	1.05453
8.264	1.05096
8.166	1.05801
8.069	1.0678
7.971	1.07436
7.873	1.06726
7.776	1.05488
7.678	1.05358
7.58	1.05799
7.483	1.06321
7.385	1.07063
7.287	1.07603
7.19	1.07992
7.092	1.08603
6.994	1.09091
6.896	1.09224
6.799	1.08974
6.701	1.0904
6.603	1.10163
6.506	1.10904
6.408	1.10807
6.31	1.1046
6.213	1.10541
6.115	1.10028
6.017	1.09776
5.92	1.10633
5.822	1.1091
5.724	1.11033
5.627	1.11714
5.529	1.12397
5.431	1.12438
5.334	1.1283
5.236	1.1314
5.138	1.13254
5.041	1.13605
4.943	1.14492
4.845	1.14707
4.748	1.15328
4.65	1.1608
4.552	1.16636
4.454	1.17489
4.357	1.18684
4.259	1.19104
4.161	1.19112
4.064	1.18667
3.966	1.18563
3.868	1.19524
3.771	1.20845
3.673	1.22384
3.575	1.23154
3.478	1.23584
3.38	1.23656
3.282	1.23886
3.185	1.25237
3.087	1.26822
2.989	1.28482
2.892	1.29946
2.794	1.30937
2.696	1.31901
2.599	1.32346
2.501	1.33213
2.403	1.34214
2.306	1.35477
2.208	1.35857
2.11	1.34927
2.012	1.32914
1.915	1.29831
1.817	1.26623
1.719	1.2276
1.622	1.19241
1.524	1.15111
1.426	1.11277
1.329	1.07037
1.231	1.02403
1.133	0.97769
1.036	0.92194
0.938	0.85479
0.8403	0.78864
0.7426	0.73242
0.645	0.68703
0.5473	0.64718
0.4496	0.60558
0.3519	0.5603
0.2542	0.52475
0.1566	0.50481
0.05888	0.502038083023379
-0.0388	0.504807140527428
-0.1365	0.524746534318958
-0.2342	0.560295976800384
-0.3318	0.605583907402333
-0.4295	0.647179967359869
-0.5272	0.687031160862241
-0.6249	0.732415165122837
-0.7226	0.788644680866016
-0.8202	0.854789884636817
-0.9179	0.921941601881909
-1.016	0.977693280932897
-1.113	1.02402621684295
-1.211	1.07037087840157
-1.309	1.11277091426443
-1.406	1.15111054400907
-1.504	1.19241370567179
-1.602	1.22760437080233
-1.699	1.26622963072075
-1.797	1.29831075721914
-1.895	1.32914102748001
-1.992	1.34927435042745
-2.09	1.3585713048601
-2.188	1.35476713176381
-2.285	1.34213897572679
-2.383	1.33213429341088
-2.481	1.32345819509127
-2.578	1.3190139105629
-2.676	1.30936660583229
-2.774	1.29945589292192
-2.872	1.28481911478195
-2.969	1.26822351427398
-3.067	1.25237187660275
-3.165	1.23885598795398
-3.262	1.23656465900056
-3.36	1.23583675954317
-3.458	1.23153856327705
-3.555	1.22384245846054
-3.653	1.20845371482557
-3.751	1.1952393713785
-3.848	1.18562813251269
-3.946	1.18667438827531
-4.044	1.19112118688732
-4.141	1.19104028256063
-4.239	1.18684234205039
-4.337	1.17488556324443
-4.434	1.16636011868279
-4.532	1.16080013816826
-4.63	1.15328396677977
-4.727	1.14706646702908
-4.825	1.14492076072887
-4.923	1.13605078890192
-5.02	1.1325385587482
-5.118	1.13139807484436
-5.216	1.12830497975594
-5.314	1.12438261326324
-5.411	1.12396755740044
-5.509	1.1171380816077
-5.607	1.11032562743371
-5.704	1.10909657012551
-5.802	1.10633146600022
-5.9	1.09775766014472
-5.997	1.10028257588986
-6.095	1.10541173291691
-6.193	1.10459618672307
-6.29	1.10806790933881
-6.388	1.10904008428043
-6.486	1.10162568744342
-6.583	1.09039950194355
-6.681	1.08974451371695
-6.779	1.09224077514685
-6.876	1.09091492228198
-6.974	1.08602687961417
-7.072	1.07992283670916
-7.169	1.07602750023316
-7.267	1.07063102737498
-7.365	1.06320856858664
-7.462	1.05798976280787
-7.56	1.05358413991132
-7.658	1.05487808323582
-7.756	1.067262245719
-7.853	1.07435996482667
-7.951	1.06779645722974
-8.049	1.05801371195282
-8.146	1.05096019740092
-8.244	1.05453400926251
-8.342	1.05501006852092
-8.439	1.05898585669274
-8.537	1.06119729357451
-8.635	1.05805027219968
-8.732	1.05519103629688
-8.83	1.0520587014695
-8.928	1.0466669013052
-9.025	1.04835988335634
-9.123	1.04418259753454
-9.221	1.04293852305436
-9.318	1.03494139893257
-9.416	1.02787856381979
-9.514	1.03010075751482
-9.611	1.03735560735222
-9.709	1.0461659221066
-9.807	1.04426862483184
-9.904	1.03514041993403
-10	1.033548736344
-10.1	1.03440901280488
-10.2	1.03316622318056
-10.3	1.02615560255346
-10.39	1.02164219607068
-10.49	1.01806358991675
-10.59	1.011095342206
-10.69	1.00910440899119
-10.78	1.0115417118812
-10.88	1.01320170775649
-10.98	1.02162260292153
-11.08	1.02950372073448
-11.17	1.03242713003682
-11.27	1.02718344631509
-11.37	1.02247015663814
-11.47	1.02087215656789
-11.57	1.01682339919994
-11.66	1.00929041944447
-11.76	1.00345984115619
-11.86	1.00395149151074
-11.96	1.00547073105521
-12.05	1.01005926996625
-12.15	1.01208117640233
-12.25	1.013713873222
-12.35	1.01111855114817
-12.44	1.01376213965445
-12.54	1.01972987606723
-12.64	1.01790175259857
-12.74	1.01187290432643
-12.83	1.00482963177969
-12.93	1.00722070234313
-13.03	1.00566938706582
-13.13	1.00196527191805
-13.23	1.00701204863984
-13.32	1.01051895297983
-13.42	1.01010861523633
-13.52	1.00957295013052
-13.62	1.00866013192678
-13.71	1.00534561582792
-13.81	1.00720844747795
-13.91	1.01019837589469
-14.01	1.00753102352014
-14.1	1.00210011442231
-14.2	0.995814410624928
-14.3	0.997051965455637
-14.4	1.00353688237366
-14.5	1.00888322611564
-14.59	1.01370944855426
-14.69	1.01068499616354
-14.79	1.0081652293108
-14.89	1.00502965455204
-14.98	1.00114577431689
-15.08	1.00187016380222
