-15.18	1.00395580291455
-15.28	1.0080168623505
-15.37	1.00476524006167
-15.47	0.995602884754234
-15.57	0.992012137213904
-15.67	0.989291989716089
-15.77	0.987070272856644
-15.86	0.98717747191236
-15.96	0.986068194413931
-16.06	0.985820135417475
-16.16	0.985450094714135
-16.25	0.982253269484676
-16.35	0.978831069414955
-16.45	0.980302150634531
-16.55	0.986772130716629
-16.64	0.984441056202019
-16.74	0.986996852438466
-16.84	0.994046560152481
-16.94	0.995371242906631
-17.04	0.992810080053081
-17.13	0.98733393643887
-17.23	0.979701484803018
-17.33	0.977407785062962
-17.43	0.982851485187658
-17.52	0.993702994778546
-17.62	0.994294733394058
-17.72	0.988141000238888
-17.82	0.983925597830089
-17.91	0.986316911710859
-18.01	0.985953844622583
-18.11	0.987989899027796
-18.21	0.98534988273833
-18.3	0.994789921854255
-18.4	1.00374293653248
-18.5	1.00730315008972
-18.6	1.01192906800627
-18.7	1.01237482627429
-18.79	1.00935906947311
-18.89	1.00445626047394
-18.99	1.00122688010251
-19.09	1.00085188454495
-19.18	0.995252583673237
-19.28	0.986478688325121
-19.38	0.982691048761545
-19.48	0.98777212975378
-19.57	0.993185504332844
-19.67	0.995415291768619
-19.77	0.997051417515858
-19.87	1.00433095624446
-19.97	1.01088973260005
-20.06	1.007681744652
-20.16	0.996279959218858
-20.26	0.986074143632532
-20.36	0.984433172495118
-20.45	0.991903265243121
-20.55	1.00147120279701
-20.65	1.00448547525301
-20.75	1.00994067170554
-20.84	1.00967097040047
-20.94	1.01115525076494
-21.04	1.01286873816889
-21.14	1.01295377526564
-21.24	1.01048806547594
-21.33	1.00338561091277
-21.43	0.999662271441114
-21.53	0.996871441197256
-21.63	0.98912184763594
-21.72	0.986682822495597
-21.82	0.988638471715348
-21.92	0.989093642214451
-22.02	0.995067062178139
-22.11	1.0029711353293
-22.21	1.00719675673408
-22.31	1.00682816436398
-22.41	1.00405555802722
-22.51	1.00586450678934
-22.6	0.99931786824824
-22.7	0.995990672206566
-22.8	0.997232324417906
-22.9	0.997673886934025
-22.99	0.99730789980728
-23.09	0.997179993220566
-23.19	0.996711596387483
-23.29	0.99601723721944
-23.38	0.999508568869082
-23.48	1.00379541760592
-23.58	1.00354831791613
-23.68	0.998103274667464
-23.78	0.996733633466308
-23.87	1.0028007763461
-23.97	1.00807662481316
-24.07	1.00861425504779
-24.17	1.00454073095235
-24.26	1.00507185856143
-24.36	1.00504986891935
-24.46	1.00693372190172
-24.56	1.00836575078509
-24.65	1.00620592929968
-24.75	1.00886542576614
-24.85	1.01017957938763
-24.95	1.01260650168547
-25.04	1.01145436206334
-25.14	1.00485762132633
-25.24	1.00238929584669
-25.34	1.00770319080837
-25.44	1.00845570062914
-25.53	1.00121419972538
-25.63	0.991337310372247
-25.73	0.98336171294188
-25.83	0.983030353467188
-25.92	0.986664782068593
-26.02	0.992840793203071
-26.12	0.995917938116283
-26.22	0.998878764588558
-26.31	1.00413483813546
-26.41	1.00455387378126
-26.51	1.00442308243769
-26.61	1.00571848231659
-26.71	1.00218990315685
-26.8	1.0010674657831
-26.9	1.00203435879648
-27	0.999065987997145
-27.1	1.00134274946202
-27.19	1.00360605428277
-27.29	1.00336828124527
-27.39	0.999865935700501
-27.49	0.995500745617941
-27.58	0.99406710547642
-27.68	0.994816417954251
-27.78	0.998057762087929
-27.88	1.00064284376497
-27.98	1.00051782759133
-28.07	1.00243785832494
-28.17	1.00036737435025
-28.27	0.997437862576294
-28.37	0.994406345728617
-28.46	0.995462918201042
-28.56	0.997065017904851
-28.66	0.996836880282853
-28.76	0.996716560991593
-28.85	1.00173623225575
-28.95	1.00793436627029
-29.05	1.00330678472411
-29.15	0.996762975348491
-29.25	0.996963871880207
-29.34	0.994699498440515
-29.44	0.990102444435083
-29.54	0.99116169533811
-29.64	0.994560779190489
-29.73	0.993051600234963
-29.83	0.99208618680907
-29.93	0.993882548923733
-30.03	0.995251237022623
-30.12	1.00254138421729
-30.22	1.00728642763302
-30.32	1.00916705352886
-30.42	1.0086141572917
-30.51	1.00129858453161
-30.61	0.994321626562413
-30.71	0.994627401006544
-30.81	0.997248096625342
-30.91	1.00259762889185
-31	1.00656294896263
-31.1	1.0070657374201
-31.2	1.00819670104357
-31.3	1.01047781431546
-31.39	1.00824624702202
-31.49	1.00602684014456
-31.59	1.00234915503469
-31.69	0.99773919935423
-31.78	0.993754174903558
-31.88	0.994682142286959
-31.98	0.999042910100389
-32.08	1.00349935940162
-32.18	1.00742793755509
-32.27	1.00812377897467
-32.37	1.00851533579045
-32.47	1.01294633309461
-32.57	1.01705844958908
-32.66	1.02301734107864
