-20.99	0.98473	0.98083	0.98163	0.9899	0.98883	0.97737	0.97203	0.97221	0.97531	0.99105	1.00186	0.98044	0.99565	0.97265	0.97569	1.01412	1.00269	0.98369	0.99968	0.98025
-20.95	0.98648	0.98619	0.99108	1.00226	0.95938	0.99507	0.98035	0.99365	0.965	0.98315	0.97641	0.99926	0.96443	1.00187	0.95949	0.97551	0.9878	1.00369	0.99954	1.00396
-20.9	0.9869	0.97027	0.98126	0.96878	0.96928	0.9963	1.00128	0.96232	0.96952	0.99763	0.99675	0.96192	0.99125	1.00134	0.9871	0.96011	0.97345	0.99531	0.95822	0.99869
-20.85	0.98595	1.00341	0.98972	1.00084	0.97079	0.99273	1.00102	0.98278	0.99847	0.97828	0.99447	0.97127	0.98855	0.98401	0.96907	0.98552	0.98068	0.99623	0.97745	0.99791
-20.8	0.98459	0.98006	0.97251	0.95838	0.98471	0.99505	0.99553	0.98235	0.96213	0.96119	1.00212	0.96751	0.99453	0.9851	1.00022	0.95518	0.98752	0.99965	0.95407	0.96738
-20.75	0.98276	0.99173	0.95241	0.99647	0.99987	0.99361	0.95514	0.95772	0.9574	0.95923	0.97878	0.99595	0.97975	0.98381	0.96462	0.99766	0.9662	0.98098	0.95812	0.97375
-20.7	0.98099	0.99863	0.96966	0.99111	0.9997	0.99477	0.98531	0.97086	0.98828	0.9707	0.95678	0.95944	0.97918	1.00315	0.9706	0.9662	0.99887	0.95678	0.96754	0.98176
-20.65	0.97939	0.95899	0.96274	0.98098	0.99462	0.97563	0.98272	0.98279	0.98553	0.96704	0.95262	0.96757	0.97902	0.95126	0.98924	0.97343	0.96207	0.96863	0.95449	0.95667
-20.6	0.97912	0.99942	0.96261	0.96854	0.98585	1.00382	0.98905	0.97947	0.96208	1.00839	1.00222	0.99575	1.00183	0.99852	0.98693	0.97679	0.98796	0.9766	0.9912	0.99633
-20.56	0.97923	0.97142	1.00426	0.96283	1.00364	0.97828	0.96103	0.95946	0.98073	0.99581	0.97653	0.99644	0.97726	0.97199	0.98404	0.9972	0.97216	1.00739	0.96171	0.97954
-20.51	0.9801	0.98864	0.96684	0.98139	0.96404	0.98906	0.98705	0.98431	0.98274	0.99702	1.0051	1.00652	1.00693	0.96305	0.9707	0.96725	0.97207	0.96392	0.99982	0.98435
-20.46	0.98121	1.00441	0.98424	0.99979	0.96774	0.99102	0.99811	0.97947	0.98785	0.96889	0.96863	0.9716	0.97361	1.01336	0.96747	0.96635	1.01189	1.00562	0.97889	0.99064
-20.41	0.98296	0.96004	0.97158	1.00251	0.9664	0.96997	0.96329	0.9709	0.9905	0.97335	0.96641	0.9662	1.00142	0.95767	0.97348	0.97657	0.9936	0.99128	0.98227	0.98654
-20.36	0.98493	0.96078	0.99508	0.963	0.98236	0.962	0.99827	0.99114	0.95546	0.96169	0.97761	0.98771	0.97228	0.98514	0.95995	0.98056	0.9563	0.96398	0.96407	0.97504
-20.31	0.9876	0.97771	0.99528	0.96432	1.00082	0.95777	0.99382	0.99425	0.9956	0.99584	0.98702	0.96342	0.96015	0.96079	0.95592	0.95983	0.99008	0.97521	0.9821	0.96666
-20.26	0.9916	0.9843	0.97153	0.96489	0.97726	0.96347	0.99004	0.99501	0.98365	1.01036	0.96362	0.99358	0.99777	0.98048	0.97923	0.97267	0.98715	0.97769	0.96439	0.96439
-20.21	0.9956	0.97883	1.0121	0.99545	1.01663	1.01129	1.00436	1.01084	0.97711	1.01119	0.98769	1.00375	0.98257	1.00981	0.98176	0.97681	0.97627	0.99422	1.00499	0.98042
-20.16	0.99799	1.01971	0.98111	1.02618	1.01861	1.01887	0.98935	1.02162	1.02995	0.98603	0.99196	1.00135	1.01189	1.02598	0.99782	1.02019	0.98696	1.02851	1.01548	1.02193
-20.12	0.9986	0.97731	1.00185	0.98575	0.97771	0.99585	1.00685	1.00528	0.98551	1.00022	1.01462	0.99066	0.9805	0.9967	1.00662	0.98739	1.0049	0.98099	1.01389	1.01554
-20.07	0.99834	0.98212	1.00847	1.01898	1.02567	1.02263	1.01479	1.00482	1.02626	1.00477	0.98347	0.99733	0.99469	0.98047	1.00547	0.98949	0.99842	1.00161	0.98328	1.01574
-20.02	0.99788	0.96978	0.9848	0.98824	0.99322	0.97081	0.97113	0.98966	1.00741	1.01154	1.01103	0.97169	0.98219	0.9762	1.00435	0.97415	0.99865	0.99517	1.00721	0.9774
-19.97	0.99803	1.01856	0.97369	0.97991	0.97221	1.00579	0.97243	0.97986	0.98823	0.99825	1.01049	0.99227	1.00168	0.98353	0.98218	1.00376	1.01641	0.98914	1.01828	0.98723
-19.92	0.9978	0.97021	0.98862	0.98041	1.00392	0.97042	0.98732	1.00487	0.97401	0.97468	0.97477	1.00054	1.01471	0.995	1.00063	1.00054	1.00358	1.01698	0.97144	0.96833
-19.87	0.99707	1.01497	1.00967	1.01115	0.99674	0.97867	0.97631	0.97886	1.01228	0.97602	0.99281	1.00053	0.99743	1.0188	1.01997	1.01825	0.99536	1.00526	1.0243	0.97724
-19.82	0.99616	0.99269	0.99096	1.00706	1.00135	0.98785	0.99559	1.02724	1.02622	1.00866	0.98113	0.98365	0.99933	1.0134	0.97988	1.01644	0.98847	0.99048	1.00059	0.99829
-19.77	0.99525	0.98478	0.97825	1.00305	0.98213	1.00193	0.99073	0.99276	0.97979	1.0062	1.00595	0.98762	1.00728	0.98857	1.00257	1.01572	0.97551	1.00213	1.00914	1.01234
-19.73	0.99471	0.98097	0.9804	0.97804	0.99863	0.98325	1.01083	1.01723	0.98242	1.0076	1.00122	0.98798	1.02048	1.01265	0.99901	1.01923	1.01014	1.01168	1.01889	1.01431
